diet,taxon,species,id,measure,prox,med,dist
Protein,Bat,Molossus molossus,Mmo3,sef,13.944510924453068,11.249566648073024,13.934847575223243
Protein,Bat,Molossus rufus,Mr,sef,15.631519157149462,14.487171008113268,17.082618644432188
Omnivorous,Rodent,Mus musculus,Mm1,sef,10.110921979409966,8.753268797747701,7.56334819412889
Omnivorous,Rodent,Mus musculus,Mm2,sef,12.49945870386611,10.221408044405988,8.258364993368135
Omnivorous,Rodent,Mus musculus,Mm3,sef,10.322724902956045,8.642397534805355,5.538490012011673
Omnivorous,Rodent,Mus musculus,Mm4,sef,14.84464690461051,8.54864452210589,9.178735481179848
Omnivorous,Rodent,Mus musculus,Mm5,sef,11.964278075394033,10.131042358932001,8.470291881350422
Omnivorous,Rodent,Mus musculus,Mm6,sef,16.700114328884002,8.945002524427384,8.068450319587358
Protein,Bat,Myotis lucifugus,My1,sef,12.149676217039705,11.643668171862586,10.060193847828206
Protein,Bat,Myotis lucifugus,My2,sef,8.614923807357414,9.205624513710665,8.440691585267938
Protein,Bat,Myotis lucifugus,My3,sef,10.090924590863438,9.1610158070344,7.116324277759625
Herbivorous,Rodent,Olygoryzomys nigripes,o1,sef,12.496186382410267,9.905991542082086,NA
Herbivorous,Rodent,Olygoryzomys nigripes,o2,sef,14.344687405751328,9.471148693097373,4.471812359375659
Protein,Rodent,Peromyscus leucopus,P1,sef,9.682247793809383,8.421093489951483,5.565184581506714
Protein,Rodent,Peromyscus leucopus,P2,sef,8.811221997658333,8.744251762077626,5.3482713237212325
Protein,Rodent,Peromyscus leucopus,P3,sef,12.883731416530052,11.562475262856,8.271216214209737
Herbivorous,Rodent,Sooretamys angouya,s1,sef,10.038154378090704,6.331358068613277,4.591140541459549
Herbivorous,Rodent,Sooretamys angouya,s2,sef,17.115493595167447,9.464089306405162,5.242502297296098
Protein,Bat,Tadarida brasiliensis,Tb1,sef,19.93212620148396,17.796490565382967,18.1590983170994
Protein,Bat,Tadarida brasiliensis,Tb2,sef,19.381194968650757,18.304956795335773,15.267088520836456
Protein,Bat,Tadarida brasiliensis,Tb3,sef,21.539773859249742,20.24242057409801,19.15209479120566
Protein,Bat,Tadarida brasiliensis,Tb4,sef,21.665121454298713,21.56114804900654,11.456508372553587
Protein,Bat,Tadarida brasiliensis,Tb5,sef,16.81714368160226,21.669318553099583,13.708418349798537
Protein,Bat,Tadarida brasiliensis,Tb6,sef,16.74724684425899,19.914389321698057,11.74507879478782
Protein,Bat,Tadarida brasiliensis,Tb7,sef,22.764033615587035,26.411737787663053,15.53673026732344
Protein,Bat,Tadarida brasiliensis,Tb8,sef,22.144594107223373,24.458711164840533,14.468105015779196
Omnivorous,Rodent,Thaptomys nigrita,t1,sef,6.612348304383169,7.915975705940023,5.261344017074578
Omnivorous,Rodent,Thaptomys nigrita,t2,sef,10.646285732626907,9.396431366877387,4.373931915393823
Omnivorous,Rodent,Thaptomys nigrita,t3,sef,NA,7.022740477783264,4.992582396086071
Omnivorous,Rodent,Akodon montensis,Ak1,vill surface area,255.5917414845818,NA,NA
Omnivorous,Rodent,Akodon montensis,Ak2,vill surface area,262.38747582014975,NA,NA
Omnivorous,Rodent,Akodon montensis,Ak3,vill surface area,283.89326979763064,NA,NA
Omnivorous,Rodent,Akodon montensis,Ak4,vill surface area,289.1950186116721,NA,NA
Herbivorous,Bat,Artibeus lituratus,Ar1,vill surface area,463.7950881962634,NA,NA
Herbivorous,Bat,Artibeus lituratus,Ar2,vill surface area,425.7088713846574,NA,NA
Herbivorous,Bat,Artibeus lituratus,Ar3,vill surface area,550.7941930369941,NA,NA
Herbivorous,Bat,Carollia perspicillata,Cp1,vill surface area,113.2396029274928,NA,NA
Herbivorous,Bat,Carollia perspicillata,Cp2,vill surface area,108.87952095402443,NA,NA
Herbivorous,Bat,Carollia perspicillata,Cp3,vill surface area,119.25419949488469,NA,NA
Herbivorous,Bat,Carollia perspicillata,Cp4,vill surface area,109.23932307593287,NA,NA
Omnivorous,Rodent,Delomys sublineatus,Ds1,vill surface area,173.0985040086932,NA,NA
Omnivorous,Rodent,Delomys sublineatus,Ds2,vill surface area,214.3070348058916,NA,NA
Omnivorous,Rodent,Delomys sublineatus,Ds3,vill surface area,234.50099070096076,NA,NA
Protein,Bat,Desmodus rotundus,Dr1,vill surface area,141.22143711496483,NA,NA
Protein,Bat,Desmodus rotundus,Dr2,vill surface area,92.921184106596,NA,NA
Protein,Bat,Desmodus rotundus,Dr3,vill surface area,134.55978223291072,NA,NA
Protein,Bat,Eptesicus fuscus,Eptesicus1,vill surface area,68.38023303200018,NA,NA
Protein,Bat,Eptesicus fuscus,Eptesicus2,vill surface area,95.37616035387562,NA,NA
Protein,Bat,Eptesicus fuscus,Eptesicus3,vill surface area,69.69622310814279,NA,NA
Protein,Bat,Eumops glaucinus,Eg,vill surface area,137.50690634975325,NA,NA
Protein,Rodent,Euryoryzomys russatus,E1,vill surface area,464.1426493651302,NA,NA
Protein,Rodent,Euryoryzomys russatus,E2,vill surface area,375.77560610341226,NA,NA
Protein,Rodent,Euryoryzomys russatus,E3,vill surface area,479.9223415380997,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus1,vill surface area,182.1728750936649,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus2,vill surface area,204.2666789112405,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus3,vill surface area,227.34249306437454,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus4,vill surface area,204.59401568976,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus5,vill surface area,212.06772922179167,NA,NA
Protein,Bat,Molossus molossus,Mmo1,vill surface area,54.062116378234435,NA,NA
Protein,Bat,Molossus molossus,Mmo2,vill surface area,64.43411443497087,NA,NA
Protein,Bat,Molossus molossus,Mmo3,vill surface area,90.23408787974947,NA,NA
Protein,Bat,Molossus rufus,Mr,vill surface area,167.23276635226244,NA,NA
Omnivorous,Rodent,Mus musculus,Mm1,vill surface area,200.95230998078677,NA,NA
Omnivorous,Rodent,Mus musculus,Mm2,vill surface area,211.56121718493083,NA,NA
Omnivorous,Rodent,Mus musculus,Mm3,vill surface area,283.5943027173851,NA,NA
Omnivorous,Rodent,Mus musculus,Mm4,vill surface area,295.8520910183353,NA,NA
Omnivorous,Rodent,Mus musculus,Mm5,vill surface area,299.64498930267297,NA,NA
Omnivorous,Rodent,Mus musculus,Mm6,vill surface area,327.8120902985921,NA,NA
Protein,Bat,Myotis lucifugus,My1,vill surface area,54.06285695306549,NA,NA
Protein,Bat,Myotis lucifugus,My2,vill surface area,61.74051605610566,NA,NA
Protein,Bat,Myotis lucifugus,My3,vill surface area,66.06400315656391,NA,NA
Herbivorous,Rodent,Olygoryzomys nigripes,o1,vill surface area,NA,NA,NA
Herbivorous,Rodent,Olygoryzomys nigripes,o2,vill surface area,92.5376860076136,NA,NA
Protein,Rodent,Peromyscus leucopus,P1,vill surface area,131.05052970592726,NA,NA
Protein,Rodent,Peromyscus leucopus,P2,vill surface area,113.84590921863614,NA,NA
Protein,Rodent,Peromyscus leucopus,P3,vill surface area,133.0167882171836,NA,NA
Herbivorous,Rodent,Sooretamys angouya,s1,vill surface area,303.21947359954663,NA,NA
Herbivorous,Rodent,Sooretamys angouya,s2,vill surface area,354.69527716579313,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb1,vill surface area,109.59841437939899,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb2,vill surface area,122.89282335557351,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb3,vill surface area,157.94379501822462,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb4,vill surface area,122.08733624871923,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb5,vill surface area,169.28360448562097,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb6,vill surface area,145.29929582907752,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb7,vill surface area,157.74918106971327,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb8,vill surface area,197.65909685705702,NA,NA
Omnivorous,Rodent,Thaptomys nigrita,t1,vill surface area,138.575726735525,NA,NA
Omnivorous,Rodent,Thaptomys nigrita,t2,vill surface area,131.454437712884,NA,NA
Omnivorous,Rodent,Thaptomys nigrita,t3,vill surface area,NA,NA,NA
Omnivorous,Rodent,Akodon montensis,Ak1,villus height,0.5108496732026143,0.46051062091503264,0.28528524743230627
Omnivorous,Rodent,Akodon montensis,Ak2,villus height,0.5526039215686275,0.4013411220043573,0.27917755991285403
Omnivorous,Rodent,Akodon montensis,Ak3,villus height,0.5441163398692811,0.41761568627450985,0.24411546840958603
Omnivorous,Rodent,Akodon montensis,Ak4,villus height,0.5192768692060525,0.32589705882352943,0.2573464052287582
Herbivorous,Bat,Artibeus lituratus,Ar1,villus height,0.92093,0.7307070000000001,0.51477125
Herbivorous,Bat,Artibeus lituratus,Ar2,villus height,0.8756483333333334,0.7238775000000001,0.5404033333333335
Herbivorous,Bat,Artibeus lituratus,Ar3,villus height,0.8629429166666667,0.8066633333333334,0.550185306122449
Herbivorous,Bat,Carollia perspicillata,Cp1,villus height,0.8144667376893939,0.7165737452651514,0.5548705882352941
Herbivorous,Bat,Carollia perspicillata,Cp2,villus height,0.5874264705882353,0.511056100217865,0.5208770424836602
Herbivorous,Bat,Carollia perspicillata,Cp3,villus height,0.7034319196428572,0.6156879340277778,0.5140431372549019
Herbivorous,Bat,Carollia perspicillata,Cp4,villus height,0.6679410807291666,0.682544921875,0.30446568627450976
Omnivorous,Rodent,Delomys sublineatus,Ds1,villus height,0.3099529411764706,0.4020252100840337,NA
Omnivorous,Rodent,Delomys sublineatus,Ds2,villus height,0.4836074346405229,0.32993382352941175,0.2083860877684407
Omnivorous,Rodent,Delomys sublineatus,Ds3,villus height,0.5437282913165266,0.4473316993464052,0.17844084967320262
Protein,Bat,Desmodus rotundus,Dr1,villus height,0.4789039215686274,NA,0.5229880174291939
Protein,Bat,Desmodus rotundus,Dr2,villus height,0.528663725490196,0.4537982026143791,0.38847140522875817
Protein,Bat,Desmodus rotundus,Dr3,villus height,0.4718702614379085,0.5582475490196078,0.4896965452847805
Protein,Bat,Eptesicus fuscus,Eptesicus1,villus height,0.66023,0.51924,0.37819
Protein,Bat,Eptesicus fuscus,Eptesicus2,villus height,0.53716,0.43291,0.31531
Protein,Bat,Eptesicus fuscus,Eptesicus3,villus height,0.5169,0.38323,0.24662
Protein,Bat,Eumops glaucinus,Eg,villus height,0.4830798366013072,0.485688888888889,0.39392745098039217
Protein,Rodent,Euryoryzomys russatus,E1,villus height,0.93090576171875,0.6710279947916666,0.3607635524798155
Protein,Rodent,Euryoryzomys russatus,E2,villus height,0.8759027777777777,0.6084375000000001,0.5131067538126362
Protein,Rodent,Euryoryzomys russatus,E3,villus height,0.8073710937499999,0.35977450980392156,0.29087581699346404
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus1,villus height,0.65608,0.56868,0.41164
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus2,villus height,0.63993,0.65324,0.43655
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus3,villus height,0.60158,0.49603,0.41771
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus4,villus height,0.67831,0.57463,0.33981
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus5,villus height,0.43377,0.62173,0.55647
Protein,Bat,Molossus molossus,Mmo1,villus height,0.518554248366013,0.3562047930283225,0.2883071895424837
Protein,Bat,Molossus molossus,Mmo2,villus height,0.4574686274509804,0.5390114379084968,0.351402614379085
Protein,Bat,Molossus molossus,Mmo3,villus height,0.41831985294117646,0.35506590413943356,0.4196880900508351
Protein,Bat,Molossus rufus,Mr,villus height,0.5079636363636365,0.4992697563874034,0.5740394176136364
Omnivorous,Rodent,Mus musculus,Mm1,villus height,0.43124856043690385,0.3249229536313158,0.2666098455646229
Omnivorous,Rodent,Mus musculus,Mm2,villus height,0.503029697353869,0.36946041843935185,0.26646403328936125
Omnivorous,Rodent,Mus musculus,Mm3,villus height,0.4143944888289904,0.307004033632001,0.19251417672219337
Omnivorous,Rodent,Mus musculus,Mm4,villus height,0.6311241631498498,0.2874328283203226,0.3677721559467995
Omnivorous,Rodent,Mus musculus,Mm5,villus height,0.49494922744240327,0.31768497315036376,0.24009770945286132
Omnivorous,Rodent,Mus musculus,Mm6,villus height,0.6761899595113957,0.3006718595633627,0.2504871195984261
Protein,Bat,Myotis lucifugus,My1,villus height,0.40211,0.39646,0.3531
Protein,Bat,Myotis lucifugus,My2,villus height,0.37612,0.38899,0.33431
Protein,Bat,Myotis lucifugus,My3,villus height,0.41344,0.38278,0.27806
Herbivorous,Rodent,Olygoryzomys nigripes,o1,villus height,0.5020738804636438,0.3866952069716776,NA
Herbivorous,Rodent,Olygoryzomys nigripes,o2,villus height,0.6606497395833334,0.3773508986928105,0.19040242763772172
Protein,Rodent,Peromyscus leucopus,P1,villus height,0.55245,0.51733,0.29892
Protein,Rodent,Peromyscus leucopus,P2,villus height,0.47945,0.44107,0.2577
Protein,Rodent,Peromyscus leucopus,P3,villus height,0.68107,0.59421,0.3325
Herbivorous,Rodent,Sooretamys angouya,s1,villus height,0.5336834733893557,0.2573986928104575,0.1830732959850607
Herbivorous,Rodent,Sooretamys angouya,s2,villus height,0.8207259114583334,0.4327638888888889,0.2044875816993464
Protein,Bat,Tadarida brasiliensis,Tb1,villus height,0.34310894232800915,0.42613675516291577,0.4478682093072395
Protein,Bat,Tadarida brasiliensis,Tb2,villus height,0.4085781780318389,0.35680492183053414,0.2927063405497085
Protein,Bat,Tadarida brasiliensis,Tb3,villus height,0.39547487022517147,0.4403209963965713,0.44801859011331857
Protein,Bat,Tadarida brasiliensis,Tb4,villus height,0.4663039443552947,0.48774187039458783,0.32499624047984804
Protein,Bat,Tadarida brasiliensis,Tb5,villus height,0.342409957112917,0.41429988216997593,0.33026394686798655
Protein,Bat,Tadarida brasiliensis,Tb6,villus height,0.371208357365709,0.40326373938054527,0.25491402596067636
Protein,Bat,Tadarida brasiliensis,Tb7,villus height,0.41569195158118755,0.5466770600742767,0.3637893488511097
Protein,Bat,Tadarida brasiliensis,Tb8,villus height,0.4447651299271129,0.4900706789788572,0.2978073907407302
Omnivorous,Rodent,Thaptomys nigrita,t1,villus height,0.2974481209150327,0.26660348583877996,0.19108415032679738
Omnivorous,Rodent,Thaptomys nigrita,t2,villus height,0.4442436079545455,0.36312254901960783,0.17664910130718953
Omnivorous,Rodent,Thaptomys nigrita,t3,villus height,NA,0.26071132897603483,0.16262026143790848
Omnivorous,Rodent,Akodon montensis,Ak1,villus width,0.07967075163398693,0.061142973856209155,0.05176143790849673
Omnivorous,Rodent,Akodon montensis,Ak2,villus width,0.07761951447245566,0.06253839869281046,0.05049934640522876
Omnivorous,Rodent,Akodon montensis,Ak3,villus width,0.07977549019607842,0.06238888888888889,0.04921764705882353
Omnivorous,Rodent,Akodon montensis,Ak4,villus width,0.08708704693998812,0.06408333333333334,0.04240032679738562
Herbivorous,Bat,Artibeus lituratus,Ar1,villus width,0.10898527777777778,0.08424583333333334,0.08627472222222222
Herbivorous,Bat,Artibeus lituratus,Ar2,villus width,0.1136561111111111,0.08506999999999999,0.09314555555555556
Herbivorous,Bat,Artibeus lituratus,Ar3,villus width,0.11055444444444444,0.08253222222222223,0.08283333333333334
Herbivorous,Bat,Carollia perspicillata,Cp1,villus width,0.07837782883986928,0.0764545083184789,0.06784491978609625
Herbivorous,Bat,Carollia perspicillata,Cp2,villus width,0.06570261437908496,0.06800508351488743,0.07450776143790849
Herbivorous,Bat,Carollia perspicillata,Cp3,villus width,0.06261642156862746,0.07235026041666667,0.0756764705882353
Herbivorous,Bat,Carollia perspicillata,Cp4,villus width,0.06419084967320261,0.06480468750000001,0.0776637254901961
Omnivorous,Rodent,Delomys sublineatus,Ds1,villus width,0.10109967320261437,0.08260965867828614,NA
Omnivorous,Rodent,Delomys sublineatus,Ds2,villus width,0.08791339869281045,0.07652156862745099,0.052188453159041394
Omnivorous,Rodent,Delomys sublineatus,Ds3,villus width,0.09448412698412699,0.0978355119825708,0.06039760348583878
Protein,Bat,Desmodus rotundus,Dr1,villus width,0.06673406862745099,0.05471677559912854,0.057283950617283946
Protein,Bat,Desmodus rotundus,Dr2,villus width,0.07825882352941176,0.07476252723311548,0.05083300653594771
Protein,Bat,Desmodus rotundus,Dr3,villus width,0.08253485838779956,0.08725898692810456,0.07544335511982571
Protein,Bat,Eptesicus fuscus,Eptesicus1,villus width,0.06014,0.06708,0.06299
Protein,Bat,Eptesicus fuscus,Eptesicus2,villus width,0.08729,0.08538,0.08743
Protein,Bat,Eptesicus fuscus,Eptesicus3,villus width,0.06969,0.07025,0.06969
Protein,Bat,Eumops glaucinus,Eg,villus width,0.050362745098039216,0.06091143790849672,0.045774976657329595
Protein,Rodent,Euryoryzomys russatus,E1,villus width,0.11864908854166666,0.10158420138888889,0.0752619825708061
Protein,Rodent,Euryoryzomys russatus,E2,villus width,0.14134114583333332,0.11977430555555553,0.09355718954248365
Protein,Rodent,Euryoryzomys russatus,E3,villus width,0.10581510416666666,0.07049183006535947,0.10545424836601307
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus1,villus width,0.08443,0.07742,0.06405
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus2,villus width,0.11453,0.09344,0.08013
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus3,villus width,0.0948,0.08658,0.08036
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus4,villus width,0.10003,0.08479,0.0723
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus5,villus width,0.07594,0.08898,0.08773
Protein,Bat,Molossus molossus,Mmo1,villus width,0.06980718954248366,0.06264596949891067,0.04852124183006536
Protein,Bat,Molossus molossus,Mmo2,villus width,0.04639477124183007,0.06181764705882352,0.042137908496732025
Protein,Bat,Molossus molossus,Mmo3,villus width,0.061203431372549015,0.05329003267973856,0.05627083333333333
Protein,Bat,Molossus rufus,Mr,villus width,0.06674,0.06570142602495543,0.061693214312240056
Omnivorous,Rodent,Mus musculus,Mm1,villus width,0.08955215073106011,0.0627310677227587,0.06755905301970369
Omnivorous,Rodent,Mus musculus,Mm2,villus width,0.07723710484587872,0.059538045392160795,0.05570343001486677
Omnivorous,Rodent,Mus musculus,Mm3,villus width,0.0800418972347064,0.07588405830206746,0.057680176193005195
Omnivorous,Rodent,Mus musculus,Mm4,villus width,0.10184682858301305,0.05562909621135547,0.09032232888472645
Omnivorous,Rodent,Mus musculus,Mm5,villus width,0.08716949534866457,0.05569752899589403,0.04410764220028059
Omnivorous,Rodent,Mus musculus,Mm6,villus width,0.06447453329602369,0.06481450813103308,0.04750881821625522
Protein,Bat,Myotis lucifugus,My1,villus width,0.05834,0.05867,0.05763
Protein,Bat,Myotis lucifugus,My2,villus width,0.08125,0.07684,0.06848
Protein,Bat,Myotis lucifugus,My3,villus width,0.06914,0.0736,0.07506
Herbivorous,Rodent,Olygoryzomys nigripes,o1,villus width,0.07876388888888888,0.08244243338360986,NA
Herbivorous,Rodent,Olygoryzomys nigripes,o2,villus width,0.09628255208333333,0.08391363211951448,0.0778970588235294
Protein,Rodent,Peromyscus leucopus,P1,villus width,0.12335,0.11997,0.1021
Protein,Rodent,Peromyscus leucopus,P2,villus width,0.12462,0.09944,0.09231
Protein,Rodent,Peromyscus leucopus,P3,villus width,0.1031,0.09514,0.0686
Herbivorous,Rodent,Sooretamys angouya,s1,villus width,0.11872642390289449,0.0890841503267974,0.07773257080610022
Herbivorous,Rodent,Sooretamys angouya,s2,villus width,0.11327311197916667,0.08797197712418302,0.07293246187363835
Protein,Bat,Tadarida brasiliensis,Tb1,villus width,0.04142210750133725,0.04554197052155489,0.046750346922808966
Protein,Bat,Tadarida brasiliensis,Tb2,villus width,0.038270963369900615,0.03788920551345528,0.03854231506492072
Protein,Bat,Tadarida brasiliensis,Tb3,villus width,0.03796534769374854,0.041051770971935894,0.05100488642442032
Protein,Bat,Tadarida brasiliensis,Tb4,villus width,0.03904837503069481,0.04918347029408014,0.046841907894611616
Protein,Bat,Tadarida brasiliensis,Tb5,villus width,0.040346313671518835,0.04218809783508746,0.03366826374889832
Protein,Bat,Tadarida brasiliensis,Tb6,villus width,0.04340075723398302,0.03294767319014797,0.04083914393346697
Protein,Bat,Tadarida brasiliensis,Tb7,villus width,0.04005716374185517,0.037474706519483834,0.04152109233571849
Protein,Bat,Tadarida brasiliensis,Tb8,villus width,0.038625405219165757,0.03425008518406421,0.032226797098221516
Omnivorous,Rodent,Thaptomys nigrita,t1,villus width,0.10533725490196078,0.06606339869281046,0.08911671335200747
Omnivorous,Rodent,Thaptomys nigrita,t2,villus width,0.09892795138888888,0.08130174291938998,0.07111220043572986
Omnivorous,Rodent,Thaptomys nigrita,t3,villus width,NA,0.07946732026143791,0.05618191721132898
